Id,Label
1241123604097454080,INFORMATIVE
1241682205048541185,UNINFORMATIVE
1244605203434950656,UNINFORMATIVE
1241041852515614721,INFORMATIVE
1245854723866910720,UNINFORMATIVE
1241628385056444418,INFORMATIVE
1241193660823359488,UNINFORMATIVE
1241782730087714818,INFORMATIVE
1245829491064287233,INFORMATIVE
1237947244331954176,INFORMATIVE
1247024517941268481,UNINFORMATIVE
1245906591486001155,UNINFORMATIVE
1245709193895706626,UNINFORMATIVE
1238918620413116416,UNINFORMATIVE
1242910874953809923,UNINFORMATIVE
1241672591980425216,UNINFORMATIVE
1241064367887613954,INFORMATIVE
1247341639712083969,UNINFORMATIVE
1247076840621125632,INFORMATIVE
1242087505412919302,UNINFORMATIVE
1236132820042551306,UNINFORMATIVE
1241420552943702016,UNINFORMATIVE
1241773598903283719,INFORMATIVE
1236079389034663936,INFORMATIVE
1236147161156521985,INFORMATIVE
1236509902333284352,INFORMATIVE
1241123700197466112,INFORMATIVE
1241377862164328454,INFORMATIVE
1246035478857555970,UNINFORMATIVE
1245902586340933645,INFORMATIVE
1243545889370759178,UNINFORMATIVE
1246011700735668228,UNINFORMATIVE
1247875653908791298,INFORMATIVE
1241171749963735040,UNINFORMATIVE
1241183167199031296,UNINFORMATIVE
1245845214679445505,UNINFORMATIVE
1246030193178734593,UNINFORMATIVE
1236119372092956673,INFORMATIVE
1246549152248541193,INFORMATIVE
1249579304221999105,UNINFORMATIVE
1241852053091160065,UNINFORMATIVE
1241180993945571329,UNINFORMATIVE
1239262457065099264,UNINFORMATIVE
1246014598207041536,UNINFORMATIVE
1245763691812802560,UNINFORMATIVE
1241813747611697152,INFORMATIVE
1235540066832986112,UNINFORMATIVE
1241567592386457600,INFORMATIVE
1236088972679528454,UNINFORMATIVE
1236132988599128064,INFORMATIVE
1245913939906453504,UNINFORMATIVE
1245660619962896384,UNINFORMATIVE
1247596569085476864,UNINFORMATIVE
1236102540665577474,INFORMATIVE
1245785118939152385,INFORMATIVE
1245799233212555267,INFORMATIVE
1237765564321447936,UNINFORMATIVE
1247816371360104450,INFORMATIVE
1244541568343777287,INFORMATIVE
1237177657571368960,INFORMATIVE
1246715821696536576,UNINFORMATIVE
1248737788943450112,UNINFORMATIVE
1248735113447460867,UNINFORMATIVE
1241455968770293767,INFORMATIVE
1251945735651643392,UNINFORMATIVE
1242445320619020288,UNINFORMATIVE
1241032704755466240,INFORMATIVE
1241096885982695428,INFORMATIVE
1236140623473848322,INFORMATIVE
1250035925704478722,INFORMATIVE
1250731064965730305,UNINFORMATIVE
1242950839230054401,UNINFORMATIVE
1244468889037074432,UNINFORMATIVE
1247117045629693952,INFORMATIVE
1247421368964132864,UNINFORMATIVE
1246751483502055425,INFORMATIVE
1245937080557068289,INFORMATIVE
1236104151416721408,INFORMATIVE
1245206457336938497,INFORMATIVE
1244948352577478656,UNINFORMATIVE
1246934929029685251,INFORMATIVE
1236120017025912832,INFORMATIVE
1245430965574356993,INFORMATIVE
1236090108476088322,UNINFORMATIVE
1236142335848640512,UNINFORMATIVE
1241175671646404609,INFORMATIVE
1247382897784287233,INFORMATIVE
1241159758683484166,INFORMATIVE
1236109824561156096,INFORMATIVE
1241551271653445632,INFORMATIVE
1236113819207782400,UNINFORMATIVE
1246673588880433154,INFORMATIVE
1241183495302471680,UNINFORMATIVE
1236119243847921665,INFORMATIVE
1241562508005179399,INFORMATIVE
1241691345405841408,UNINFORMATIVE
1241191106261528576,UNINFORMATIVE
1236089747816230916,INFORMATIVE
1240329236285665282,INFORMATIVE
1236079177268330498,UNINFORMATIVE
1241568044348059648,INFORMATIVE
1236145818593263617,UNINFORMATIVE
1241673946510036993,UNINFORMATIVE
1251729440708587520,UNINFORMATIVE
1236134706350936071,INFORMATIVE
1236090982850052097,UNINFORMATIVE
1246022432416247809,UNINFORMATIVE
1245900761810288645,UNINFORMATIVE
1248732523980603392,UNINFORMATIVE
1241452863936700416,INFORMATIVE
1245872701316706304,UNINFORMATIVE
1241609263048359942,INFORMATIVE
1236092214662402048,INFORMATIVE
1241552948993363970,INFORMATIVE
1246364874604716032,INFORMATIVE
1236155890123694080,INFORMATIVE
1245959717853237254,UNINFORMATIVE
1238896541705932802,UNINFORMATIVE
1247237950641000451,INFORMATIVE
1243773988234342400,INFORMATIVE
1248911574930161665,INFORMATIVE
1241784432710676480,INFORMATIVE
1235395965047263237,UNINFORMATIVE
1236179941303017472,INFORMATIVE
1246762678196015104,UNINFORMATIVE
1244670248885858304,UNINFORMATIVE
1235570279654363137,INFORMATIVE
1236101701658128385,UNINFORMATIVE
1244662295415918592,UNINFORMATIVE
1246404234246909953,INFORMATIVE
1241568230214262785,INFORMATIVE
1246707712479473664,INFORMATIVE
1241731282444390400,INFORMATIVE
1236161153912332294,INFORMATIVE
1244706458102452224,UNINFORMATIVE
1236114176067506176,INFORMATIVE
1251340811847041026,INFORMATIVE
1242740022207381504,UNINFORMATIVE
1248036546906857472,INFORMATIVE
1241200057174589440,INFORMATIVE
1245674960158257153,UNINFORMATIVE
1250174623473336328,INFORMATIVE
1235580363872915462,UNINFORMATIVE
1241151638749904896,INFORMATIVE
1241075255948521472,INFORMATIVE
1241448863409623040,INFORMATIVE
1236733669236256769,INFORMATIVE
1247031862469570562,INFORMATIVE
1249024426613649409,INFORMATIVE
1241816187564183555,INFORMATIVE
1248788178900783104,UNINFORMATIVE
1248518799214682112,UNINFORMATIVE
1245816543377649664,INFORMATIVE
1246350419518840834,UNINFORMATIVE
1244436773679312907,INFORMATIVE
1236156627260145670,UNINFORMATIVE
1248996455265832960,INFORMATIVE
1241451778979377152,INFORMATIVE
1244944263613501441,INFORMATIVE
1241714149228453888,INFORMATIVE
1240440863525867526,UNINFORMATIVE
1236630339260428289,INFORMATIVE
1247102432888250368,INFORMATIVE
1248349453913743360,INFORMATIVE
1236134705277415424,INFORMATIVE
1241278574809645056,UNINFORMATIVE
1242700440485183489,INFORMATIVE
1245859590236852225,INFORMATIVE
1241519076763226116,INFORMATIVE
1236108281820545029,INFORMATIVE
1241586915461087235,INFORMATIVE
1246210544152936449,INFORMATIVE
1250873267268845568,INFORMATIVE
1241670952456421378,INFORMATIVE
1247070704681566209,INFORMATIVE
1245718627711619078,UNINFORMATIVE
1236919964226875392,INFORMATIVE
1239972123864514561,UNINFORMATIVE
1235981175186808832,INFORMATIVE
1236125643516964865,INFORMATIVE
1249773425155092480,INFORMATIVE
1236178615374450688,INFORMATIVE
1243640946018918401,UNINFORMATIVE
1236106701805359105,INFORMATIVE
1242922326418690049,UNINFORMATIVE
1244094077781475328,INFORMATIVE
1247425374771970048,UNINFORMATIVE
1236089469586960384,UNINFORMATIVE
1243170696454459392,UNINFORMATIVE
1245701216795013123,INFORMATIVE
1247078445596553223,INFORMATIVE
1241592842192994305,INFORMATIVE
1236389869376675840,INFORMATIVE
1245759434275643393,INFORMATIVE
1245686713793609728,UNINFORMATIVE
1245886375661985795,UNINFORMATIVE
1245707697099395073,UNINFORMATIVE
1243051503406837760,UNINFORMATIVE
1236495887880327169,UNINFORMATIVE
1240537379414388736,UNINFORMATIVE
1241187545859469312,UNINFORMATIVE
1241612042576035840,INFORMATIVE
1238584413643894784,UNINFORMATIVE
1241430382408396800,UNINFORMATIVE
1241473438491062272,INFORMATIVE
1244505098576785408,INFORMATIVE
1243111334373277697,INFORMATIVE
1241690312558379011,UNINFORMATIVE
1246010372378824706,UNINFORMATIVE
1245662746147991552,INFORMATIVE
1247073186056986624,UNINFORMATIVE
1243124077595725824,INFORMATIVE
1245902887911211009,UNINFORMATIVE
1241448302304014339,INFORMATIVE
1242155318475468801,UNINFORMATIVE
1241152040811679744,INFORMATIVE
1249924984094494720,INFORMATIVE
1250752501952983040,UNINFORMATIVE
1236153361642201088,INFORMATIVE
1241140468785782792,INFORMATIVE
1241171696213733376,UNINFORMATIVE
1247758062170943488,UNINFORMATIVE
1245917517417046017,UNINFORMATIVE
1245852233016762372,UNINFORMATIVE
1236177823397634050,INFORMATIVE
1241440936619642880,INFORMATIVE
1249423109213564928,INFORMATIVE
1246997185167634439,UNINFORMATIVE
1251730916042571778,INFORMATIVE
1236101623258087424,UNINFORMATIVE
1241312365511049219,INFORMATIVE
1250457104688742400,INFORMATIVE
1247226722573070336,INFORMATIVE
1236094361391247360,INFORMATIVE
1247466601403887616,INFORMATIVE
1241068486794915842,UNINFORMATIVE
1236212189893029888,UNINFORMATIVE
1240265700243132418,UNINFORMATIVE
1241328998967377920,INFORMATIVE
1246609058016223234,UNINFORMATIVE
1241823532440526848,INFORMATIVE
1235809188112023552,UNINFORMATIVE
1238517602852503552,INFORMATIVE
1241222794828034050,UNINFORMATIVE
1237478332138237953,UNINFORMATIVE
1242855955773001728,UNINFORMATIVE
1247166224410144768,INFORMATIVE
1247624454731071488,UNINFORMATIVE
1241770344354058242,INFORMATIVE
1241634637786603520,UNINFORMATIVE
1244915245937614848,INFORMATIVE
1245821308018896896,UNINFORMATIVE
1250712003682975744,UNINFORMATIVE
1250099016613924869,INFORMATIVE
1247617782159679495,UNINFORMATIVE
1241454190116900866,INFORMATIVE
1244699281778446336,UNINFORMATIVE
1245737056778715138,UNINFORMATIVE
1247893311223824385,UNINFORMATIVE
1242114826932977668,UNINFORMATIVE
1245761258118356992,INFORMATIVE
1238732058702184448,INFORMATIVE
1245886172930494464,UNINFORMATIVE
1247001078085763073,INFORMATIVE
1245849100127363073,UNINFORMATIVE
1245694974974398466,UNINFORMATIVE
1236148292074926081,UNINFORMATIVE
1236588168608006144,UNINFORMATIVE
1241023011970584576,UNINFORMATIVE
1236107280837480450,UNINFORMATIVE
1245909536445050880,UNINFORMATIVE
1243990536865841152,UNINFORMATIVE
1243047820157952000,UNINFORMATIVE
1242763329090785280,UNINFORMATIVE
1241180767511871489,UNINFORMATIVE
1241234752620945409,INFORMATIVE
1247014358108065793,INFORMATIVE
1236003072293380099,UNINFORMATIVE
1239513519965343747,UNINFORMATIVE
1240341424656265216,UNINFORMATIVE
1250688972713537536,UNINFORMATIVE
1240759349741604870,UNINFORMATIVE
1236126976404082689,UNINFORMATIVE
1241183020331212802,UNINFORMATIVE
1245662692746113025,UNINFORMATIVE
1245925054942023698,INFORMATIVE
1241193154394689537,UNINFORMATIVE
1241038715012689921,INFORMATIVE
1245811354646261760,INFORMATIVE
1242709540665282560,INFORMATIVE
1245656363289571332,INFORMATIVE
1241191702779645952,INFORMATIVE
1237506053849387009,INFORMATIVE
1245936068165111808,INFORMATIVE
1241039180827942912,INFORMATIVE
1245884459272069120,UNINFORMATIVE
1246965674733236224,INFORMATIVE
1245734364622860288,UNINFORMATIVE
1244533799221895169,UNINFORMATIVE
1236107622778101760,UNINFORMATIVE
1241189118626807809,UNINFORMATIVE
1249519565156933634,UNINFORMATIVE
1245845747519676417,UNINFORMATIVE
1246025764874616832,UNINFORMATIVE
1244933083826184193,INFORMATIVE
1245882537047666689,INFORMATIVE
1241050680611274766,UNINFORMATIVE
1241062094373441536,UNINFORMATIVE
1241304148865363968,INFORMATIVE
1241711012363059200,INFORMATIVE
1236091705499308033,INFORMATIVE
1241066124684308480,INFORMATIVE
1243185980909199361,UNINFORMATIVE
1241452935856390145,INFORMATIVE
1245632962546159619,INFORMATIVE
1237589752200589312,INFORMATIVE
1241797351683096577,INFORMATIVE
1250103423959261189,INFORMATIVE
1247149690770141186,INFORMATIVE
1245663473100611584,UNINFORMATIVE
1236146126593691648,INFORMATIVE
1246917527831080960,INFORMATIVE
1236115510657343488,INFORMATIVE
1245658414010650625,UNINFORMATIVE
1246037075809443840,UNINFORMATIVE
1241448458806071296,INFORMATIVE
1245992851126857730,UNINFORMATIVE
1248154289660465153,INFORMATIVE
1236177578823737345,UNINFORMATIVE
1247622493537329152,UNINFORMATIVE
1245734472823328769,UNINFORMATIVE
1241647581232615425,INFORMATIVE
1243126707340693504,UNINFORMATIVE
1241852448181899265,UNINFORMATIVE
1246613483719921664,INFORMATIVE
1246194748165165058,INFORMATIVE
1237513834790670336,INFORMATIVE
1249729585857597441,INFORMATIVE
1236105741091704834,INFORMATIVE
1236335389574664195,UNINFORMATIVE
1245967698712035328,UNINFORMATIVE
1236122405384273920,UNINFORMATIVE
1241516698475229185,UNINFORMATIVE
1241487770343833602,INFORMATIVE
1250398258033315840,INFORMATIVE
1245705934879494144,UNINFORMATIVE
1251025189799727104,UNINFORMATIVE
1246866470832877568,INFORMATIVE
1251200440282353664,INFORMATIVE
1241205644155379712,INFORMATIVE
1246028989887463424,INFORMATIVE
1251597100187410432,UNINFORMATIVE
1245973574357319680,UNINFORMATIVE
1246011322577424384,UNINFORMATIVE
1236156715193663489,UNINFORMATIVE
1251042006425624576,UNINFORMATIVE
1241130415575842816,INFORMATIVE
1236391168293863424,UNINFORMATIVE
1241121887436050433,INFORMATIVE
1236079425399263233,UNINFORMATIVE
1244469314855395335,UNINFORMATIVE
1241354429393223685,UNINFORMATIVE
1236137755018702853,INFORMATIVE
1245779032932847618,UNINFORMATIVE
1245839758829338624,INFORMATIVE
1240803711825436679,UNINFORMATIVE
1245832210248273920,UNINFORMATIVE
1241460267499782144,INFORMATIVE
1241181553142583297,UNINFORMATIVE
1250225501219819521,INFORMATIVE
1241186946778632197,UNINFORMATIVE
1248771716173758466,UNINFORMATIVE
1246087420250075137,UNINFORMATIVE
1245865297799565312,UNINFORMATIVE
1241074803529973760,INFORMATIVE
1244786535737831425,INFORMATIVE
1241077709452828673,INFORMATIVE
1241790699592249345,UNINFORMATIVE
1241487538487013376,INFORMATIVE
1247847223788011521,UNINFORMATIVE
1247335804306886657,UNINFORMATIVE
1244444617338163200,UNINFORMATIVE
1236101040862375936,INFORMATIVE
1241684738831781888,INFORMATIVE
1241315728906731520,INFORMATIVE
1236261728725458946,UNINFORMATIVE
1241468212690030592,UNINFORMATIVE
1242059713207926786,INFORMATIVE
1236131156535521280,INFORMATIVE
1247306612169216005,UNINFORMATIVE
1248132859891716096,UNINFORMATIVE
1245928214259576835,INFORMATIVE
1247098027161956352,INFORMATIVE
1245668103511355394,UNINFORMATIVE
1241069131719376903,UNINFORMATIVE
1241582389958250497,INFORMATIVE
1247164887379443712,UNINFORMATIVE
1245731177492877319,UNINFORMATIVE
1244244266777444357,INFORMATIVE
1236138673269354496,INFORMATIVE
1241356384106622977,INFORMATIVE
1244679655807946755,INFORMATIVE
1236102332732985344,UNINFORMATIVE
1241654930458492928,INFORMATIVE
1236126679887679488,UNINFORMATIVE
1235815294808948736,UNINFORMATIVE
1236132224757567490,INFORMATIVE
1245696175660912641,UNINFORMATIVE
1241169694406647810,INFORMATIVE
1236150601408380929,INFORMATIVE
1236101206537367552,INFORMATIVE
1245653246959423488,UNINFORMATIVE
1248623448198279173,INFORMATIVE
1241656377099116546,INFORMATIVE
1236773105336541187,INFORMATIVE
1241688161719390208,UNINFORMATIVE
1245786759612510210,UNINFORMATIVE
1241585501246607360,INFORMATIVE
1241803475161354240,INFORMATIVE
1238479304750764032,UNINFORMATIVE
1247619724541939721,UNINFORMATIVE
1236274555741757441,INFORMATIVE
1236136401340518400,INFORMATIVE
1244646651601367042,INFORMATIVE
1241190427564244992,UNINFORMATIVE
1250952897581379585,UNINFORMATIVE
1247316456611684352,INFORMATIVE
1241631345731870720,INFORMATIVE
1241746810668007425,UNINFORMATIVE
1241433932069027842,INFORMATIVE
1241819736679133184,INFORMATIVE
1245703032605757441,UNINFORMATIVE
1246034869454503938,UNINFORMATIVE
1241303383840980994,INFORMATIVE
1241049909614313476,UNINFORMATIVE
1243150296257265666,UNINFORMATIVE
1236113727860150272,INFORMATIVE
1241462751077285888,UNINFORMATIVE
1242002910994522113,UNINFORMATIVE
1245701397934465030,UNINFORMATIVE
1236144952544874496,INFORMATIVE
1247913619670609921,INFORMATIVE
1242010348548284416,UNINFORMATIVE
1244831672169828352,INFORMATIVE
1246219616801751045,INFORMATIVE
1245778022474579968,UNINFORMATIVE
1241522012595671041,INFORMATIVE
1245752713931079686,UNINFORMATIVE
1244968521915707392,UNINFORMATIVE
1247614393812160533,INFORMATIVE
1241187022410260480,UNINFORMATIVE
1241217463536062465,INFORMATIVE
1239818115296395265,INFORMATIVE
1241774384232181762,INFORMATIVE
1243273704676589569,INFORMATIVE
1236091661333213187,UNINFORMATIVE
1245640039440117761,INFORMATIVE
1241583781691019265,UNINFORMATIVE
1236107512857821185,INFORMATIVE
1252188958987091968,INFORMATIVE
1239122858183286784,UNINFORMATIVE
1245446685175820289,INFORMATIVE
1242849572101160964,UNINFORMATIVE
1236138087396204544,UNINFORMATIVE
1242838235635736579,UNINFORMATIVE
1241265836746330112,UNINFORMATIVE
1236157970485874688,UNINFORMATIVE
1236131173828399104,INFORMATIVE
1245925779545804801,UNINFORMATIVE
1241792897323872256,UNINFORMATIVE
1236091291714412546,INFORMATIVE
1245752613758435335,UNINFORMATIVE
1241422816567754753,INFORMATIVE
1245879920670183424,UNINFORMATIVE
1250614957579919361,UNINFORMATIVE
1240778655346851840,UNINFORMATIVE
1237105297702957056,INFORMATIVE
1236654950765203456,INFORMATIVE
1236122342641692672,UNINFORMATIVE
1252045686864052224,UNINFORMATIVE
1245886546772811778,UNINFORMATIVE
1236139333289156609,INFORMATIVE
1236132887558336512,INFORMATIVE
1241693813124431873,UNINFORMATIVE
1249009092334673927,INFORMATIVE
1247153436384202753,UNINFORMATIVE
1251308271044038657,UNINFORMATIVE
1245760629291581440,UNINFORMATIVE
1241049632580554753,INFORMATIVE
1244292669137760257,INFORMATIVE
1241446360236331010,INFORMATIVE
1241217946652798976,INFORMATIVE
1240797521011568640,UNINFORMATIVE
1239836047975968768,INFORMATIVE
1244977066849771520,INFORMATIVE
1236425532956434433,INFORMATIVE
1246025584397840384,UNINFORMATIVE
1241279077828321281,UNINFORMATIVE
1250586289755258881,INFORMATIVE
1236096491636305920,INFORMATIVE
1236124771684769792,UNINFORMATIVE
1241850870616084481,INFORMATIVE
1241258958586871808,INFORMATIVE
1246456552011284480,UNINFORMATIVE
1236137922098802689,INFORMATIVE
1240255374487412738,INFORMATIVE
1236130481793458176,UNINFORMATIVE
1241033824290701315,INFORMATIVE
1236397581418332162,UNINFORMATIVE
1241561094050594818,INFORMATIVE
1245895355440529408,UNINFORMATIVE
1241186338998824960,UNINFORMATIVE
1245876950092021760,UNINFORMATIVE
1245869404941742080,INFORMATIVE
1241601461357654017,INFORMATIVE
1236667281716936709,UNINFORMATIVE
1241535022571520000,UNINFORMATIVE
1241691928007266304,UNINFORMATIVE
1245773673904189441,INFORMATIVE
1242264609802895361,UNINFORMATIVE
1236135811617185792,UNINFORMATIVE
1244554071966703616,UNINFORMATIVE
1244716562210336768,UNINFORMATIVE
1236122752873926657,UNINFORMATIVE
1241183947788365832,UNINFORMATIVE
1235919730822836225,UNINFORMATIVE
1247704277814042629,UNINFORMATIVE
1242903611564158976,UNINFORMATIVE
1235924342564782080,INFORMATIVE
1247314702159482881,UNINFORMATIVE
1246438063686840321,UNINFORMATIVE
1246294137227210753,INFORMATIVE
1243559857397157888,UNINFORMATIVE
1235686401779236864,UNINFORMATIVE
1245889621864656897,UNINFORMATIVE
1247590691166916608,INFORMATIVE
1250036739831406597,INFORMATIVE
1245803566117380097,INFORMATIVE
1241052061132881926,INFORMATIVE
1245704984500613123,UNINFORMATIVE
1236305467804188672,UNINFORMATIVE
1241899176796905472,UNINFORMATIVE
1239089718593236993,UNINFORMATIVE
1241651256394944514,INFORMATIVE
1242140697488228352,INFORMATIVE
1241434073517744134,UNINFORMATIVE
1245856623668547586,UNINFORMATIVE
1235917365465972738,UNINFORMATIVE
1245784624774754304,UNINFORMATIVE
1241028195824144385,UNINFORMATIVE
1242145029528924161,UNINFORMATIVE
1245686960049606661,UNINFORMATIVE
1240974702329442305,INFORMATIVE
1251415306729218048,INFORMATIVE
1245441757917175816,UNINFORMATIVE
1236121984058130439,INFORMATIVE
1241286619866509313,UNINFORMATIVE
1248762404613140480,UNINFORMATIVE
1241275257001889794,UNINFORMATIVE
1241931321942790146,UNINFORMATIVE
1245625554973278211,INFORMATIVE
1250528631127863296,INFORMATIVE
1241620818196598784,UNINFORMATIVE
1236127837775638528,INFORMATIVE
1241176595764830209,UNINFORMATIVE
1245863495372918789,INFORMATIVE
1247026906219741184,UNINFORMATIVE
1236152466908934145,INFORMATIVE
1236102709196894208,INFORMATIVE
1244815757046878208,UNINFORMATIVE
1240201364405227520,INFORMATIVE
1241284098456539136,INFORMATIVE
1241018842261880832,INFORMATIVE
1250710848139661313,INFORMATIVE
1251440954072014849,INFORMATIVE
1242993302858850304,UNINFORMATIVE
1237143248843440128,INFORMATIVE
1236116830881828864,INFORMATIVE
1247750479800446978,UNINFORMATIVE
1244610546563010567,INFORMATIVE
1240258070988587008,INFORMATIVE
1247655062513614849,UNINFORMATIVE
1236146211297452034,UNINFORMATIVE
1241193469474795523,UNINFORMATIVE
1245643190050246658,INFORMATIVE
1235930308320661504,UNINFORMATIVE
1243609760286605313,UNINFORMATIVE
1245968563036282881,INFORMATIVE
1241686018345947137,INFORMATIVE
1249607576741744641,INFORMATIVE
1242438543479193601,UNINFORMATIVE
1247954697694015488,UNINFORMATIVE
1236064043733078017,INFORMATIVE
1247936819645145088,UNINFORMATIVE
1251390900191846400,UNINFORMATIVE
1237539939597733890,INFORMATIVE
1241165748304842754,INFORMATIVE
1241182760292794368,UNINFORMATIVE
1241287266812809222,INFORMATIVE
1241411115763953665,INFORMATIVE
1241845326434058240,INFORMATIVE
1244710702285275136,INFORMATIVE
1241136404417196035,INFORMATIVE
1247489195389706240,INFORMATIVE
1241076518664601600,INFORMATIVE
1241635250410868736,INFORMATIVE
1236247932719910913,UNINFORMATIVE
1241203648769732608,INFORMATIVE
1247074944330186753,INFORMATIVE
1251552658017714177,INFORMATIVE
1251109411818520576,UNINFORMATIVE
1245990419386830848,UNINFORMATIVE
1236143977021104128,UNINFORMATIVE
1243188170247766017,UNINFORMATIVE
1247734539696275461,UNINFORMATIVE
1236715106622472192,INFORMATIVE
1247650645781463046,INFORMATIVE
1241246816622051328,UNINFORMATIVE
1236091824822861825,UNINFORMATIVE
1239014317963517957,UNINFORMATIVE
1246103004886925312,UNINFORMATIVE
1245748486181699584,UNINFORMATIVE
1245662432149856256,UNINFORMATIVE
1240804962809995265,UNINFORMATIVE
1245652747879198721,INFORMATIVE
1242699084605140992,INFORMATIVE
1252084033070063616,UNINFORMATIVE
1241550454833713152,INFORMATIVE
1236104360641417225,UNINFORMATIVE
1246033016344006658,UNINFORMATIVE
1248461088233902080,UNINFORMATIVE
1241416785695518720,INFORMATIVE
1245944611727704064,UNINFORMATIVE
1241183520204009472,UNINFORMATIVE
1245869544050057223,UNINFORMATIVE
1241488412068085760,INFORMATIVE
1236098132775223298,UNINFORMATIVE
1236155754765119488,UNINFORMATIVE
1239061315240501249,UNINFORMATIVE
1236168176276246528,INFORMATIVE
1246847398644760583,INFORMATIVE
1241605972872712192,UNINFORMATIVE
1236225082436935681,UNINFORMATIVE
1241122290974093312,INFORMATIVE
1245880564806287365,UNINFORMATIVE
1242706832461680641,INFORMATIVE
1240081628560609282,UNINFORMATIVE
1243279471630848000,UNINFORMATIVE
1236142928419885057,INFORMATIVE
1245851126039293954,INFORMATIVE
1245894158557970432,UNINFORMATIVE
1247148377651007490,INFORMATIVE
1249758287924518912,UNINFORMATIVE
1241602512219566080,UNINFORMATIVE
1245793264952893442,UNINFORMATIVE
1241509157380993025,INFORMATIVE
1242993110310727681,INFORMATIVE
1246440182196420610,INFORMATIVE
1241546380604321797,INFORMATIVE
1245810176139165696,UNINFORMATIVE
1243165487816728577,UNINFORMATIVE
1240232155537604609,UNINFORMATIVE
1246451623561396224,INFORMATIVE
1247382542799507456,INFORMATIVE
1241073527798685696,INFORMATIVE
1241801625091690499,INFORMATIVE
1245854439505678338,UNINFORMATIVE
1236773188694089730,INFORMATIVE
1247242199638687751,INFORMATIVE
1246090171621179397,INFORMATIVE
1241306777926410241,INFORMATIVE
1241091231872057345,INFORMATIVE
1251138155727618049,INFORMATIVE
1241576604737736705,INFORMATIVE
1241521786761515008,INFORMATIVE
1241573745514315777,INFORMATIVE
1239771537265352704,UNINFORMATIVE
1245670750658461696,UNINFORMATIVE
1250781811409641475,UNINFORMATIVE
1241316378059190272,INFORMATIVE
